start_date,end_date,ndvi,region_id
2015-02-18T00:00:00.000Z,2015-02-25T00:00:00.000Z,0.768034416,93
2015-02-26T00:00:00.000Z,2015-03-05T00:00:00.000Z,0.744526376,93
2015-03-06T00:00:00.000Z,2015-03-13T00:00:00.000Z,0.743055172,93
2015-03-14T00:00:00.000Z,2015-03-21T00:00:00.000Z,0.715394028,93
2015-03-22T00:00:00.000Z,2015-03-29T00:00:00.000Z,0.768856821,93
2015-03-30T00:00:00.000Z,2015-04-06T00:00:00.000Z,0.783711683,93
2015-04-07T00:00:00.000Z,2015-04-14T00:00:00.000Z,0.77337663,93
2015-04-15T00:00:00.000Z,2015-04-22T00:00:00.000Z,0.796737053,93
2015-05-01T00:00:00.000Z,2015-05-08T00:00:00.000Z,0.793798981,93
2015-05-09T00:00:00.000Z,2015-05-16T00:00:00.000Z,0.809217652,93
2015-05-17T00:00:00.000Z,2015-05-24T00:00:00.000Z,0.810482735,93
2015-05-25T00:00:00.000Z,2015-06-01T00:00:00.000Z,0.807549078,93
2015-06-02T00:00:00.000Z,2015-06-09T00:00:00.000Z,0.816269076,93
2015-06-10T00:00:00.000Z,2015-06-17T00:00:00.000Z,0.820527395,93
2015-06-18T00:00:00.000Z,2015-06-25T00:00:00.000Z,0.78946733,93
2015-06-26T00:00:00.000Z,2015-07-03T00:00:00.000Z,0.809273669,93
2015-07-04T00:00:00.000Z,2015-07-11T00:00:00.000Z,0.793012639,93
2015-07-12T00:00:00.000Z,2015-07-19T00:00:00.000Z,0.799081905,93
2015-07-20T00:00:00.000Z,2015-07-27T00:00:00.000Z,0.793614467,93
2015-07-28T00:00:00.000Z,2015-08-04T00:00:00.000Z,0.789167159,93
2015-08-05T00:00:00.000Z,2015-08-12T00:00:00.000Z,0.750237567,93
2015-08-13T00:00:00.000Z,2015-08-20T00:00:00.000Z,0.815081969,93
2015-08-21T00:00:00.000Z,2015-08-28T00:00:00.000Z,0.749403822,93
2015-08-29T00:00:00.000Z,2015-09-05T00:00:00.000Z,0.756371592,93
2015-09-06T00:00:00.000Z,2015-09-13T00:00:00.000Z,0.573140894,93
2015-09-14T00:00:00.000Z,2015-09-21T00:00:00.000Z,0.66268954,93
2015-10-08T00:00:00.000Z,2015-10-15T00:00:00.000Z,0.776006555,93
2015-10-16T00:00:00.000Z,2015-10-23T00:00:00.000Z,0.76010552,93
2015-10-24T00:00:00.000Z,2015-10-31T00:00:00.000Z,0.792573428,93
2015-11-01T00:00:00.000Z,2015-11-08T00:00:00.000Z,0.779606861,93
2015-11-09T00:00:00.000Z,2015-11-16T00:00:00.000Z,0.749970339,93
2015-11-17T00:00:00.000Z,2015-11-24T00:00:00.000Z,0.767580405,93
2015-12-03T00:00:00.000Z,2015-12-10T00:00:00.000Z,0.753811748,93
2015-12-19T00:00:00.000Z,2015-12-26T00:00:00.000Z,0.800842846,93
2015-12-27T00:00:00.000Z,2016-01-03T00:00:00.000Z,0.74592309,93
2016-01-01T00:00:00.000Z,2016-01-08T00:00:00.000Z,0.753048307,93
2016-01-09T00:00:00.000Z,2016-01-16T00:00:00.000Z,0.742819295,93
2016-01-17T00:00:00.000Z,2016-01-24T00:00:00.000Z,0.82713381,93
2016-02-02T00:00:00.000Z,2016-02-09T00:00:00.000Z,0.7841328,93
2016-02-10T00:00:00.000Z,2016-02-17T00:00:00.000Z,0.819736649,93
2016-02-26T00:00:00.000Z,2016-03-04T00:00:00.000Z,0.789684284,93
2016-03-05T00:00:00.000Z,2016-03-12T00:00:00.000Z,0.788675446,93
2016-03-13T00:00:00.000Z,2016-03-20T00:00:00.000Z,0.793469414,93
2016-03-21T00:00:00.000Z,2016-03-28T00:00:00.000Z,0.790450899,93
2016-03-29T00:00:00.000Z,2016-04-05T00:00:00.000Z,0.760265263,93
2016-04-06T00:00:00.000Z,2016-04-13T00:00:00.000Z,0.78932986,93
2016-04-14T00:00:00.000Z,2016-04-21T00:00:00.000Z,0.797022025,93
2016-04-22T00:00:00.000Z,2016-04-29T00:00:00.000Z,0.82759674,93
2016-04-30T00:00:00.000Z,2016-05-07T00:00:00.000Z,0.816407141,93
2016-05-08T00:00:00.000Z,2016-05-15T00:00:00.000Z,0.801514171,93
2016-05-16T00:00:00.000Z,2016-05-23T00:00:00.000Z,0.826936182,93
2016-05-24T00:00:00.000Z,2016-05-31T00:00:00.000Z,0.819007465,93
2016-06-01T00:00:00.000Z,2016-06-08T00:00:00.000Z,0.810672884,93
2016-06-09T00:00:00.000Z,2016-06-16T00:00:00.000Z,0.821154443,93
2016-06-25T00:00:00.000Z,2016-07-02T00:00:00.000Z,0.783145172,93
2016-07-03T00:00:00.000Z,2016-07-10T00:00:00.000Z,0.791493074,93
2016-07-11T00:00:00.000Z,2016-07-18T00:00:00.000Z,0.816654665,93
2016-07-27T00:00:00.000Z,2016-08-03T00:00:00.000Z,0.81137296,93
2016-08-04T00:00:00.000Z,2016-08-11T00:00:00.000Z,0.812447731,93
2016-08-12T00:00:00.000Z,2016-08-19T00:00:00.000Z,0.79670133,93
2016-08-20T00:00:00.000Z,2016-08-27T00:00:00.000Z,0.816362642,93
2016-08-28T00:00:00.000Z,2016-09-04T00:00:00.000Z,0.822662896,93
2016-09-05T00:00:00.000Z,2016-09-12T00:00:00.000Z,0.803144096,93
2016-09-13T00:00:00.000Z,2016-09-20T00:00:00.000Z,0.798489956,93
2016-09-21T00:00:00.000Z,2016-09-28T00:00:00.000Z,0.777606159,93
2016-10-07T00:00:00.000Z,2016-10-14T00:00:00.000Z,0.798701666,93
2016-11-24T00:00:00.000Z,2016-12-01T00:00:00.000Z,0.714535396,93
2016-12-02T00:00:00.000Z,2016-12-09T00:00:00.000Z,0.752967974,93
2016-12-10T00:00:00.000Z,2016-12-17T00:00:00.000Z,0.757981319,93
2016-12-18T00:00:00.000Z,2016-12-25T00:00:00.000Z,0.820244434,93
2017-01-01T00:00:00.000Z,2017-01-08T00:00:00.000Z,0.765510961,93
2017-01-09T00:00:00.000Z,2017-01-16T00:00:00.000Z,0.814644782,93
2017-02-02T00:00:00.000Z,2017-02-09T00:00:00.000Z,0.810593421,93
2017-02-10T00:00:00.000Z,2017-02-17T00:00:00.000Z,0.799767712,93
2017-02-18T00:00:00.000Z,2017-02-25T00:00:00.000Z,0.800503846,93
2017-03-06T00:00:00.000Z,2017-03-13T00:00:00.000Z,0.792690472,93
2017-03-14T00:00:00.000Z,2017-03-21T00:00:00.000Z,0.808991257,93
2017-03-22T00:00:00.000Z,2017-03-29T00:00:00.000Z,0.789026463,93
2017-03-30T00:00:00.000Z,2017-04-06T00:00:00.000Z,0.796232348,93
2017-04-07T00:00:00.000Z,2017-04-14T00:00:00.000Z,0.814956028,93
2017-04-15T00:00:00.000Z,2017-04-22T00:00:00.000Z,0.812046378,93
2017-04-23T00:00:00.000Z,2017-04-30T00:00:00.000Z,0.819397351,93
2017-05-01T00:00:00.000Z,2017-05-08T00:00:00.000Z,0.846229273,93
2017-05-09T00:00:00.000Z,2017-05-16T00:00:00.000Z,0.836455544,93
2017-05-17T00:00:00.000Z,2017-05-24T00:00:00.000Z,0.820610668,93
2017-05-25T00:00:00.000Z,2017-06-01T00:00:00.000Z,0.824893913,93
2017-06-02T00:00:00.000Z,2017-06-09T00:00:00.000Z,0.80751937,93
2017-06-10T00:00:00.000Z,2017-06-17T00:00:00.000Z,0.817414876,93
2017-06-18T00:00:00.000Z,2017-06-25T00:00:00.000Z,0.82425147,93
2017-06-26T00:00:00.000Z,2017-07-03T00:00:00.000Z,0.825087826,93
2017-07-04T00:00:00.000Z,2017-07-11T00:00:00.000Z,0.836553602,93
2017-07-12T00:00:00.000Z,2017-07-19T00:00:00.000Z,0.789500666,93
2017-07-20T00:00:00.000Z,2017-07-27T00:00:00.000Z,0.799108494,93
2017-07-28T00:00:00.000Z,2017-08-04T00:00:00.000Z,0.808249986,93
2017-08-05T00:00:00.000Z,2017-08-12T00:00:00.000Z,0.815438766,93
2017-08-13T00:00:00.000Z,2017-08-20T00:00:00.000Z,0.813986033,93
2017-08-21T00:00:00.000Z,2017-08-28T00:00:00.000Z,0.811655231,93
2017-08-29T00:00:00.000Z,2017-09-05T00:00:00.000Z,0.792226183,93
2017-09-06T00:00:00.000Z,2017-09-13T00:00:00.000Z,0.814875344,93
2017-09-14T00:00:00.000Z,2017-09-21T00:00:00.000Z,0.823612438,93
2017-09-30T00:00:00.000Z,2017-10-07T00:00:00.000Z,0.820661209,93
2017-10-08T00:00:00.000Z,2017-10-15T00:00:00.000Z,0.811212899,93
2017-10-16T00:00:00.000Z,2017-10-23T00:00:00.000Z,0.801512387,93
2017-10-24T00:00:00.000Z,2017-10-31T00:00:00.000Z,0.817645651,93
2017-11-09T00:00:00.000Z,2017-11-16T00:00:00.000Z,0.834094592,93
2017-11-25T00:00:00.000Z,2017-12-02T00:00:00.000Z,0.808199262,93
2017-12-11T00:00:00.000Z,2017-12-18T00:00:00.000Z,0.817556989,93
2017-12-19T00:00:00.000Z,2017-12-26T00:00:00.000Z,0.810576459,93
2017-12-27T00:00:00.000Z,2018-01-03T00:00:00.000Z,0.813596722,93
2018-01-25T00:00:00.000Z,2018-02-01T00:00:00.000Z,0.793595397,93
2018-02-02T00:00:00.000Z,2018-02-09T00:00:00.000Z,0.779636847,93
2018-02-10T00:00:00.000Z,2018-02-17T00:00:00.000Z,0.788970214,93
2018-02-18T00:00:00.000Z,2018-02-25T00:00:00.000Z,0.778431592,93
2018-02-26T00:00:00.000Z,2018-03-05T00:00:00.000Z,0.787634566,93
2018-03-06T00:00:00.000Z,2018-03-13T00:00:00.000Z,0.778716476,93
2018-03-14T00:00:00.000Z,2018-03-21T00:00:00.000Z,0.798200891,93
2018-03-22T00:00:00.000Z,2018-03-29T00:00:00.000Z,0.753702137,93
2018-03-30T00:00:00.000Z,2018-04-06T00:00:00.000Z,0.781451177,93
2018-04-07T00:00:00.000Z,2018-04-14T00:00:00.000Z,0.789726355,93
2018-04-23T00:00:00.000Z,2018-04-30T00:00:00.000Z,0.794220913,93
2018-05-01T00:00:00.000Z,2018-05-08T00:00:00.000Z,0.811066615,93
2018-05-09T00:00:00.000Z,2018-05-16T00:00:00.000Z,0.815580371,93
2018-05-17T00:00:00.000Z,2018-05-24T00:00:00.000Z,0.821225895,93
2018-05-25T00:00:00.000Z,2018-06-01T00:00:00.000Z,0.822872206,93
2018-06-02T00:00:00.000Z,2018-06-09T00:00:00.000Z,0.813448606,93
2018-06-18T00:00:00.000Z,2018-06-25T00:00:00.000Z,0.820337304,93
2018-06-26T00:00:00.000Z,2018-07-03T00:00:00.000Z,0.826667587,93
2018-07-04T00:00:00.000Z,2018-07-11T00:00:00.000Z,0.848141848,93
2018-07-12T00:00:00.000Z,2018-07-19T00:00:00.000Z,0.792082723,93
2018-07-20T00:00:00.000Z,2018-07-27T00:00:00.000Z,0.816868819,93
2018-07-28T00:00:00.000Z,2018-08-04T00:00:00.000Z,0.824039367,93
2018-08-05T00:00:00.000Z,2018-08-12T00:00:00.000Z,0.789127792,93
2018-08-13T00:00:00.000Z,2018-08-20T00:00:00.000Z,0.803587495,93
2018-08-21T00:00:00.000Z,2018-08-28T00:00:00.000Z,0.810553697,93
2018-08-29T00:00:00.000Z,2018-09-05T00:00:00.000Z,0.819347131,93
2018-09-06T00:00:00.000Z,2018-09-13T00:00:00.000Z,0.817434017,93
2018-09-14T00:00:00.000Z,2018-09-21T00:00:00.000Z,0.793443676,93
2018-09-22T00:00:00.000Z,2018-09-29T00:00:00.000Z,0.797372146,93
2018-09-30T00:00:00.000Z,2018-10-07T00:00:00.000Z,0.819412987,93
2018-10-16T00:00:00.000Z,2018-10-23T00:00:00.000Z,0.812773394,93
2018-10-24T00:00:00.000Z,2018-10-31T00:00:00.000Z,0.802570616,93
2018-11-01T00:00:00.000Z,2018-11-08T00:00:00.000Z,0.805711788,93
2018-11-17T00:00:00.000Z,2018-11-24T00:00:00.000Z,0.822482366,93
2018-11-25T00:00:00.000Z,2018-12-02T00:00:00.000Z,0.833055064,93
2018-12-19T00:00:00.000Z,2018-12-26T00:00:00.000Z,0.822892512,93
2018-12-27T00:00:00.000Z,2019-01-03T00:00:00.000Z,0.8231976,93
2019-01-01T00:00:00.000Z,2019-01-08T00:00:00.000Z,0.813900801,93
2019-01-09T00:00:00.000Z,2019-01-16T00:00:00.000Z,0.80947335,93
2019-01-25T00:00:00.000Z,2019-02-01T00:00:00.000Z,0.786491575,93
2019-02-02T00:00:00.000Z,2019-02-09T00:00:00.000Z,0.770248433,93
2019-02-10T00:00:00.000Z,2019-02-17T00:00:00.000Z,0.776570313,93
2019-02-18T00:00:00.000Z,2019-02-25T00:00:00.000Z,0.782616495,93
2019-02-26T00:00:00.000Z,2019-03-05T00:00:00.000Z,0.779099737,93
2019-03-06T00:00:00.000Z,2019-03-13T00:00:00.000Z,0.798318807,93
2019-03-14T00:00:00.000Z,2019-03-21T00:00:00.000Z,0.769305706,93
2019-03-22T00:00:00.000Z,2019-03-29T00:00:00.000Z,0.774517864,93
2019-03-30T00:00:00.000Z,2019-04-06T00:00:00.000Z,0.783917324,93
2019-04-07T00:00:00.000Z,2019-04-14T00:00:00.000Z,0.787442581,93
2019-04-15T00:00:00.000Z,2019-04-22T00:00:00.000Z,0.788982708,93
2019-04-23T00:00:00.000Z,2019-04-30T00:00:00.000Z,0.805585929,93
2019-05-01T00:00:00.000Z,2019-05-08T00:00:00.000Z,0.822527109,93
2019-05-09T00:00:00.000Z,2019-05-16T00:00:00.000Z,0.803417531,93
2019-05-17T00:00:00.000Z,2019-05-24T00:00:00.000Z,0.786882736,93
2019-05-25T00:00:00.000Z,2019-06-01T00:00:00.000Z,0.800964248,93
2019-06-02T00:00:00.000Z,2019-06-09T00:00:00.000Z,0.823509131,93
2019-06-10T00:00:00.000Z,2019-06-17T00:00:00.000Z,0.857447077,93
2019-06-18T00:00:00.000Z,2019-06-25T00:00:00.000Z,0.821724492,93
2019-06-26T00:00:00.000Z,2019-07-03T00:00:00.000Z,0.815800603,93
2019-07-04T00:00:00.000Z,2019-07-11T00:00:00.000Z,0.814955544,93
2019-07-12T00:00:00.000Z,2019-07-19T00:00:00.000Z,0.796231799,93
2019-07-20T00:00:00.000Z,2019-07-27T00:00:00.000Z,0.817966771,93
2019-07-28T00:00:00.000Z,2019-08-04T00:00:00.000Z,0.803218644,93
2019-08-05T00:00:00.000Z,2019-08-12T00:00:00.000Z,0.795053678,93
2019-08-13T00:00:00.000Z,2019-08-20T00:00:00.000Z,0.802893589,93
2019-08-21T00:00:00.000Z,2019-08-28T00:00:00.000Z,0.791876128,93
2019-08-29T00:00:00.000Z,2019-09-05T00:00:00.000Z,0.799131488,93
2019-09-06T00:00:00.000Z,2019-09-13T00:00:00.000Z,0.808951561,93
2019-09-22T00:00:00.000Z,2019-09-29T00:00:00.000Z,0.796831246,93
2019-09-30T00:00:00.000Z,2019-10-07T00:00:00.000Z,0.800259989,93
2019-10-08T00:00:00.000Z,2019-10-15T00:00:00.000Z,0.805090649,93
2019-10-24T00:00:00.000Z,2019-10-31T00:00:00.000Z,0.809413984,93
2019-11-01T00:00:00.000Z,2019-11-08T00:00:00.000Z,0.824082374,93
2019-11-09T00:00:00.000Z,2019-11-16T00:00:00.000Z,0.832745,93
2019-11-17T00:00:00.000Z,2019-11-24T00:00:00.000Z,0.797737104,93
2019-11-25T00:00:00.000Z,2019-12-02T00:00:00.000Z,0.809848749,93
2019-12-03T00:00:00.000Z,2019-12-10T00:00:00.000Z,0.805759563,93
2019-12-19T00:00:00.000Z,2019-12-26T00:00:00.000Z,0.820613364,93
2019-12-27T00:00:00.000Z,2020-01-03T00:00:00.000Z,0.804705489,93
2020-01-01T00:00:00.000Z,2020-01-08T00:00:00.000Z,0.791495763,93
2020-01-09T00:00:00.000Z,2020-01-16T00:00:00.000Z,0.805511833,93
2020-01-17T00:00:00.000Z,2020-01-24T00:00:00.000Z,0.774218597,93
2020-01-25T00:00:00.000Z,2020-02-01T00:00:00.000Z,0.806583284,93
2020-02-02T00:00:00.000Z,2020-02-09T00:00:00.000Z,0.784435977,93
2020-02-10T00:00:00.000Z,2020-02-17T00:00:00.000Z,0.798187779,93
2020-02-18T00:00:00.000Z,2020-02-25T00:00:00.000Z,0.795256612,93
2020-02-26T00:00:00.000Z,2020-03-04T00:00:00.000Z,0.776979668,93
2020-03-05T00:00:00.000Z,2020-03-12T00:00:00.000Z,0.799328107,93
2020-03-13T00:00:00.000Z,2020-03-20T00:00:00.000Z,0.787907465,93
2020-03-21T00:00:00.000Z,2020-03-28T00:00:00.000Z,0.782692676,93
2020-03-29T00:00:00.000Z,2020-04-05T00:00:00.000Z,0.782675111,93
2020-04-06T00:00:00.000Z,2020-04-13T00:00:00.000Z,0.781062343,93
2020-04-14T00:00:00.000Z,2020-04-21T00:00:00.000Z,0.791954857,93
2020-04-30T00:00:00.000Z,2020-05-07T00:00:00.000Z,0.821580169,93
2020-05-08T00:00:00.000Z,2020-05-15T00:00:00.000Z,0.825731697,93
2020-05-16T00:00:00.000Z,2020-05-23T00:00:00.000Z,0.803540208,93
2020-05-24T00:00:00.000Z,2020-05-31T00:00:00.000Z,0.836280618,93
2020-06-01T00:00:00.000Z,2020-06-08T00:00:00.000Z,0.831638068,93
2020-06-09T00:00:00.000Z,2020-06-16T00:00:00.000Z,0.832070124,93
2020-07-03T00:00:00.000Z,2020-07-10T00:00:00.000Z,0.824208361,93
2020-07-11T00:00:00.000Z,2020-07-18T00:00:00.000Z,0.820333524,93
2020-07-19T00:00:00.000Z,2020-07-26T00:00:00.000Z,0.828950181,93
2020-07-27T00:00:00.000Z,2020-08-03T00:00:00.000Z,0.823747758,93
2020-08-04T00:00:00.000Z,2020-08-11T00:00:00.000Z,0.80938095,93
2020-08-12T00:00:00.000Z,2020-08-19T00:00:00.000Z,0.825056954,93
2020-08-20T00:00:00.000Z,2020-08-27T00:00:00.000Z,0.814437753,93
2020-08-28T00:00:00.000Z,2020-09-04T00:00:00.000Z,0.806595716,93
2020-09-05T00:00:00.000Z,2020-09-12T00:00:00.000Z,0.818419837,93
2020-09-13T00:00:00.000Z,2020-09-20T00:00:00.000Z,0.809093223,93
2020-09-21T00:00:00.000Z,2020-09-28T00:00:00.000Z,0.821517547,93
2020-09-29T00:00:00.000Z,2020-10-06T00:00:00.000Z,0.813652127,93
2020-10-15T00:00:00.000Z,2020-10-22T00:00:00.000Z,0.810873934,93
2020-10-23T00:00:00.000Z,2020-10-30T00:00:00.000Z,0.816401543,93
2020-11-08T00:00:00.000Z,2020-11-15T00:00:00.000Z,0.794444664,93
2020-11-16T00:00:00.000Z,2020-11-23T00:00:00.000Z,0.814626867,93
2020-12-18T00:00:00.000Z,2020-12-25T00:00:00.000Z,0.814616077,93
2020-12-26T00:00:00.000Z,2021-01-02T00:00:00.000Z,0.812302479,93
2021-01-25T00:00:00.000Z,2021-02-01T00:00:00.000Z,0.792558574,93
2021-02-02T00:00:00.000Z,2021-02-09T00:00:00.000Z,0.793576953,93
2021-02-10T00:00:00.000Z,2021-02-17T00:00:00.000Z,0.763671872,93
2021-02-18T00:00:00.000Z,2021-02-25T00:00:00.000Z,0.757105008,93
2021-02-26T00:00:00.000Z,2021-03-05T00:00:00.000Z,0.760901117,93
2021-03-06T00:00:00.000Z,2021-03-13T00:00:00.000Z,0.771462953,93
2021-03-14T00:00:00.000Z,2021-03-21T00:00:00.000Z,0.776284785,93
2021-03-22T00:00:00.000Z,2021-03-29T00:00:00.000Z,0.800803554,93
2021-03-30T00:00:00.000Z,2021-04-06T00:00:00.000Z,0.7949515,93
2021-04-07T00:00:00.000Z,2021-04-14T00:00:00.000Z,0.806404722,93
2021-04-15T00:00:00.000Z,2021-04-22T00:00:00.000Z,0.832443802,93
2021-04-23T00:00:00.000Z,2021-04-30T00:00:00.000Z,0.817628815,93
2021-05-01T00:00:00.000Z,2021-05-08T00:00:00.000Z,0.812449704,93
2021-05-09T00:00:00.000Z,2021-05-16T00:00:00.000Z,0.82133411,93
2021-05-17T00:00:00.000Z,2021-05-24T00:00:00.000Z,0.824864196,93
2021-05-25T00:00:00.000Z,2021-06-01T00:00:00.000Z,0.843262049,93
2021-06-02T00:00:00.000Z,2021-06-09T00:00:00.000Z,0.828458599,93
2021-06-10T00:00:00.000Z,2021-06-17T00:00:00.000Z,0.826844968,93
2021-06-18T00:00:00.000Z,2021-06-25T00:00:00.000Z,0.821875064,93
2021-06-26T00:00:00.000Z,2021-07-03T00:00:00.000Z,0.819843924,93
2021-07-04T00:00:00.000Z,2021-07-11T00:00:00.000Z,0.825028377,93
2021-07-12T00:00:00.000Z,2021-07-19T00:00:00.000Z,0.82903537,93
2021-07-20T00:00:00.000Z,2021-07-27T00:00:00.000Z,0.819567186,93
2021-07-28T00:00:00.000Z,2021-08-04T00:00:00.000Z,0.817675931,93
2021-08-05T00:00:00.000Z,2021-08-12T00:00:00.000Z,0.846296722,93
2021-08-21T00:00:00.000Z,2021-08-28T00:00:00.000Z,0.80575178,93
2021-09-06T00:00:00.000Z,2021-09-13T00:00:00.000Z,0.807803345,93
2021-09-14T00:00:00.000Z,2021-09-21T00:00:00.000Z,0.809768397,93
2021-09-22T00:00:00.000Z,2021-09-29T00:00:00.000Z,0.807680761,93
2021-09-30T00:00:00.000Z,2021-10-07T00:00:00.000Z,0.813529857,93
2021-10-08T00:00:00.000Z,2021-10-15T00:00:00.000Z,0.802050521,93
2021-10-16T00:00:00.000Z,2021-10-23T00:00:00.000Z,0.824179006,93
2021-10-24T00:00:00.000Z,2021-10-31T00:00:00.000Z,0.808391663,93
2021-11-01T00:00:00.000Z,2021-11-08T00:00:00.000Z,0.800426415,93
2021-11-09T00:00:00.000Z,2021-11-16T00:00:00.000Z,0.815469341,93
2021-11-17T00:00:00.000Z,2021-11-24T00:00:00.000Z,0.804039562,93
2021-11-25T00:00:00.000Z,2021-12-02T00:00:00.000Z,0.815123836,93
2021-12-03T00:00:00.000Z,2021-12-10T00:00:00.000Z,0.806203908,93
2021-12-11T00:00:00.000Z,2021-12-18T00:00:00.000Z,0.827567834,93
2021-12-19T00:00:00.000Z,2021-12-26T00:00:00.000Z,0.823760247,93
2021-12-27T00:00:00.000Z,2022-01-03T00:00:00.000Z,0.813296994,93
2022-01-01T00:00:00.000Z,2022-01-08T00:00:00.000Z,0.803733547,93
2022-01-09T00:00:00.000Z,2022-01-16T00:00:00.000Z,0.802358095,93
2022-01-17T00:00:00.000Z,2022-01-24T00:00:00.000Z,0.802558547,93
2022-01-25T00:00:00.000Z,2022-02-01T00:00:00.000Z,0.783790505,93
2022-02-10T00:00:00.000Z,2022-02-17T00:00:00.000Z,0.784934252,93
2022-02-18T00:00:00.000Z,2022-02-25T00:00:00.000Z,0.807103617,93
2022-03-06T00:00:00.000Z,2022-03-13T00:00:00.000Z,0.81170533,93
2013-12-27T00:00:00.000Z,2014-01-03T00:00:00.000Z,0.749432673,94
2014-01-01T00:00:00.000Z,2014-01-08T00:00:00.000Z,0.799302372,94
2014-01-09T00:00:00.000Z,2014-01-16T00:00:00.000Z,0.772154018,94
2014-01-17T00:00:00.000Z,2014-01-24T00:00:00.000Z,0.750406706,94
2014-01-25T00:00:00.000Z,2014-02-01T00:00:00.000Z,0.750395939,94
2014-02-02T00:00:00.000Z,2014-02-09T00:00:00.000Z,0.717187437,94
2014-02-10T00:00:00.000Z,2014-02-17T00:00:00.000Z,0.689716498,94
2014-02-18T00:00:00.000Z,2014-02-25T00:00:00.000Z,0.678861182,94
2014-02-26T00:00:00.000Z,2014-03-05T00:00:00.000Z,0.682452929,94
2014-03-06T00:00:00.000Z,2014-03-13T00:00:00.000Z,0.678606346,94
2014-03-14T00:00:00.000Z,2014-03-21T00:00:00.000Z,0.675119265,94
2014-03-22T00:00:00.000Z,2014-03-29T00:00:00.000Z,0.67228358,94
