start_date,end_date,prod,precip,smos,temp,ndvi,region_id
5/1/2018,5/31/2018,235459,267.78481,10.33916273,170.4453429,2.459678472,93
6/1/2018,6/30/2018,205446,193.1358718,9.853942267,28.43242847,2.460453497,93
7/1/2018,7/31/2018,243776,128.3152078,10.18513046,27.10428442,3.281132757,93
8/1/2018,8/31/2018,266457,85.17963465,9.259451864,118.3515742,3.222616115,93
9/1/2018,9/30/2018,296852,157.7956164,9.980146976,62.78816401,3.227662826,93
10/1/2018,10/31/2018,312736,292.9871826,10.94302986,29.75686616,2.421055798,93
11/1/2018,11/30/2018,292956,251.8371568,11.52852062,109.0049304,1.65553743,93
12/1/2018,12/31/2018,289214,197.9669138,11.12073663,276.92381,2.459990913,93
1/1/2019,1/31/2019,288564,120.8132718,10.85687089,401.2591558,1.595964925,93
2/1/2019,2/28/2019,249928,66.51869648,9.482906402,542.7175807,3.108534978,93
3/1/2019,3/31/2019,263380,160.6205821,9.555404484,597.4121617,3.126059701,93
4/1/2019,4/30/2019,258641,271.9478783,8.970320147,386.4791434,3.204538327,93
5/1/2019,5/31/2019,266618,199.1949755,8.993034443,321.2981944,2.391264515,93
6/1/2019,6/30/2019,247853,186.3363065,10.160712,301.5269005,3.318481303,93
7/1/2019,7/31/2019,285648,115.6985397,9.703040468,456.2274686,3.232372758,93
8/1/2019,8/31/2019,287839,113.2000364,8.619383079,318.6533433,3.188954883,93
9/1/2019,9/30/2019,277466,146.5297379,8.906195832,297.8907741,2.406042796,93
10/1/2019,10/31/2019,275288,330.6266735,12.32475264,258.5798995,2.438587007,93
11/1/2019,11/30/2019,239004,263.7400296,11.06641147,254.3737437,2.440330853,93
12/1/2019,12/31/2019,201989,387.6800134,12.39047704,238.9142631,3.222574179,93
1/1/2020,1/31/2020,184890,69.18324257,10.99415496,327.2088583,2.386313714,93
2/1/2020,2/29/2020,228046,186.7168754,9.901057363,392.6132427,3.154860036,93
3/1/2020,3/31/2020,242595,108.2324119,10.1336766,386.4525018,3.152603359,93
4/1/2020,4/30/2020,274686,272.9211066,10.08691578,294.2803907,2.394597369,93
5/1/2020,5/31/2020,260507,261.9666673,10.60976171,361.9777433,3.297190591,93
6/1/2020,6/30/2020,321550,240.2261564,11.77672066,168.5200638,0.832070124,93
7/1/2020,7/31/2020,303763,218.6617814,11.77838637,347.2247708,3.297239824,93
8/1/2020,8/31/2020,301528,133.8599733,11.62962642,273.237366,3.255471373,93
9/1/2020,9/30/2020,302692,208.5255493,10.9325519,196.3780239,3.262682734,93
10/1/2020,10/31/2020,273522,133.1847819,9.955175585,227.528761,1.627275477,93
11/1/2020,11/30/2020,246388,249.081883,12.29503234,55.97120689,1.609071531,93
12/1/2020,12/31/2020,217480,265.2588171,13.07751711,124.3037632,1.626918556,93
1/1/2015,1/31/2015,15066,44.75470532,7.755920023,591.0503747,2.275067578,94
2/1/2015,2/28/2015,20527,63.0088523,6.935745839,696.6670284,2.743017543,94
3/1/2015,3/31/2015,31839,113.0176525,6.794690156,677.5109545,2.823012026,94
4/1/2015,4/30/2015,33341,331.7906227,8.913364843,472.5264932,2.916687686,94
5/1/2015,5/31/2015,35627,331.493694,9.827829519,363.3643809,2.350354032,94
6/1/2015,6/30/2015,31725,188.9843948,9.888310623,259.798465,1.635371613,94
7/1/2015,7/31/2015,31029,304.9101507,9.480486406,400.3471725,3.298356066,94
8/1/2015,8/31/2015,30409,253.6667984,10.05378744,371.6111963,3.226286805,94
9/1/2015,9/30/2015,25729,315.2565998,10.60724435,319.5268129,3.109266587,94
10/1/2015,10/31/2015,26683,321.5329313,11.47432626,345.0104747,3.162541669,94
11/1/2015,11/30/2015,17901,459.786766,12.44982799,324.2814755,2.386599336,94
12/1/2015,12/31/2015,15773,83.99189783,9.746889909,576.3251621,4.040925858,94
1/1/2016,1/31/2016,16733,102.2329446,8.188884129,687.0211182,2.27887025,94
2/1/2016,2/29/2016,19332,63.01330025,7.328042555,405.7131744,2.849438281,94
3/1/2016,3/31/2016,22855,12.46241649,6.923316274,834.3408057,2.754796137,94
4/1/2016,4/30/2016,20709,145.3832155,6.601599837,581.6685644,2.794614048,94
5/1/2016,5/31/2016,18388,498.5365456,11.50427228,212.6330096,3.039074617,94
6/1/2016,6/30/2016,18208,183.6153941,10.38380583,314.1062648,2.375167916,94
7/1/2016,7/31/2016,16982,255.6694689,8.97012247,470.1770394,3.261902063,94
8/1/2016,8/31/2016,19809,200.2562045,7.573771909,105.8298243,2.423202543,94
9/1/2016,9/30/2016,17236,224.2826455,10.08347483,234.3380668,3.006156732,94
10/1/2016,10/31/2016,17023,296.5172378,11.22022736,97.4639226,0.810868517,94
11/1/2016,11/30/2016,18093,336.5769797,11.9049282,340.6546205,1.573709564,94
12/1/2016,12/31/2016,16941,218.067501,10.5830018,243.9612332,2.376969287,94
1/1/2017,1/31/2017,15526,223.2324157,7.761643636,323.3305473,2.407523637,94
2/1/2017,2/28/2017,19931,78.08212229,6.130744452,510.8707585,3.014425194,94
3/1/2017,3/31/2017,27251,267.6912653,7.944293975,604.3652637,3.009620116,94
4/1/2017,4/30/2017,27260,390.2344078,11.84828693,432.7274268,2.954103502,94
5/1/2017,5/31/2017,27908,326.4504632,11.38213556,278.5647399,1.624834638,94
6/1/2017,6/30/2017,24242,176.9219978,8.307381318,541.7635712,3.289003375,94
7/1/2017,7/31/2017,30397,202.6734635,8.901875669,312.9114735,3.302176602,94
8/1/2017,8/31/2017,30650,310.0455803,8.549404069,310.5242026,3.224432984,94
9/1/2017,9/30/2017,27147,421.6197987,10.02331947,230.1277846,2.386721638,94
10/1/2017,10/31/2017,28278,196.5283016,10.41811414,347.3258606,1.47073211,94
11/1/2017,11/30/2017,26046,603.4081169,10.37770481,168.72103,1.582417139,94
12/1/2017,12/31/2017,24710,127.3637771,9.773870165,489.2427687,4.055484814,94
1/1/2018,1/31/2018,21528,237.3449735,8.615585337,295.2128502,2.375621023,94
2/1/2018,2/28/2018,17859,64.46201458,7.08988023,625.203199,2.914225104,94
3/1/2018,3/31/2018,21037,134.2386399,7.802768308,629.7594589,2.934718251,94
4/1/2018,4/30/2018,18653,192.7168899,8.613377736,343.6125754,2.923595258,94
5/1/2018,5/31/2018,19114,507.6385402,12.40250183,290.728096,2.319021091,94
6/1/2018,6/30/2018,18806,112.0774015,9.780607309,28.28629269,2.368190593,94
7/1/2018,7/31/2018,21458,147.4935617,9.579289276,113.8593929,3.221901224,94
8/1/2018,8/31/2018,22922,137.876394,8.391794274,145.0315865,3.116268292,94
9/1/2018,9/30/2018,26370,363.5511702,9.400681413,56.3820421,1.559964561,94
10/1/2018,10/31/2018,26373,422.8005916,13.27274923,109.0535418,3.155764973,94
11/1/2018,11/30/2018,25786,269.0379225,12.61591236,277.5159768,2.32496249,94
12/1/2018,12/31/2018,25864,199.734231,11.65579654,292.9918468,2.402896235,94
1/1/2019,1/31/2019,27121,93.96678365,8.684067906,541.1917491,2.312820226,94
2/1/2019,2/28/2019,21268,63.31419323,6.83404984,684.8816574,2.892640151,94
3/1/2019,3/31/2019,24062,125.4021541,9.397474754,790.6082508,2.851915427,94
4/1/2019,4/30/2019,23187,271.101447,9.384930563,519.7767943,2.970505584,94
5/1/2019,5/31/2019,22309,259.6945704,10.63868998,327.7090246,1.577777981,94
6/1/2019,6/30/2019,19174,186.6566815,11.42350305,283.0310729,2.414703303,94
7/1/2019,7/31/2019,21070,192.4097,9.553386746,488.2956175,3.212509034,94
8/1/2019,8/31/2019,19725,182.0003056,9.03351973,280.6756866,3.247594783,94
9/1/2019,9/30/2019,17716,171.2200452,10.16946259,254.716303,2.385912456,94
10/1/2019,10/31/2019,16093,461.6475467,12.67221514,383.3221427,2.340587919,94
11/1/2019,11/30/2019,14351,262.6891128,12.90242929,428.2916923,2.353463963,94
12/1/2019,12/31/2019,12997,61.9505695,10.60656916,577.4536573,3.914181042,94
1/1/2020,1/31/2020,15890,20.02989966,8.454780338,586.065089,2.285758632,94
2/1/2020,2/29/2020,21406,100.5185842,8.412767678,642.755012,2.927847304,94
3/1/2020,3/31/2020,21862,132.1768306,7.975422686,603.8423771,2.823615869,94
4/1/2020,4/30/2020,23658,502.7359321,10.09960527,419.5529536,3.000910013,94
5/1/2020,5/31/2020,20792,459.1995308,11.67191091,359.4500015,2.459641933,94
6/1/2020,6/30/2020,25167,191.7797787,11.00795035,183.3309976,1.663159411,94
7/1/2020,7/31/2020,21273,403.0273499,9.533409118,369.3136343,3.305995812,94
8/1/2020,8/31/2020,17199,191.6701177,8.784620828,358.5037446,3.256570418,94
9/1/2020,9/30/2020,16695,377.4222653,10.00878054,244.6553158,2.39510563,94
10/1/2020,10/31/2020,13235,242.3137129,12.1949226,213.113077,2.430124952,94
11/1/2020,11/30/2020,10215,326.4926586,12.80047962,177.4534678,1.615466405,94
12/1/2020,12/31/2020,10714,200.397401,11.10762865,253.8192183,3.207177611,94
1/1/2015,1/31/2015,11181,47.05144029,10.82770686,376.2599662,2.277327385,95
2/1/2015,2/28/2015,11847,18.84025352,6.5047849,477.1380861,2.201621986,95
3/1/2015,3/31/2015,18858,35.98645511,7.183658868,579.9019588,2.95668542,95
4/1/2015,4/30/2015,26044,104.9800452,5.931307837,406.0745154,2.263577518,95
5/1/2015,5/31/2015,28614,328.0421828,5.890430278,442.5998619,2.349246797,95
6/1/2015,6/30/2015,25287,192.0667212,6.972353122,422.9212589,3.164040639,95
7/1/2015,7/31/2015,26879,171.6689067,6.410028303,373.5397172,2.386461659,95
8/1/2015,8/31/2015,30795,296.1960047,7.568801846,452.2353427,3.210172294,95
9/1/2015,9/30/2015,26413,235.7139705,7.272345675,286.2991457,3.07523458,95
10/1/2015,10/31/2015,29595,217.0248878,8.371384195,335.2419369,3.152829116,95
11/1/2015,11/30/2015,25744,347.0026848,8.663647369,301.4689708,2.190054878,95
12/1/2015,12/31/2015,20155,96.30400032,8.932490547,424.7187332,3.794980309,95
1/1/2016,1/31/2016,12980,68.66961414,7.146002849,501.1143183,2.375615961,95
2/1/2016,2/29/2016,12716,68.37298681,8.025329035,200.1691656,3.155974378,95
3/1/2016,3/31/2016,19032,5.511068775,7.587837919,736.8252252,3.038545932,95
4/1/2016,4/30/2016,24314,75.27084149,3.651316234,530.2040228,3.056929482,95
5/1/2016,5/31/2016,25803,258.1275613,2.943516421,287.1597247,2.326228237,95
6/1/2016,6/30/2016,25046,248.6350597,6.068380042,370.5381931,2.362795608,95
7/1/2016,7/31/2016,24807,230.9683904,4.055665738,433.8274743,3.206631393,95
8/1/2016,8/31/2016,28695,235.3761734,4.110692623,109.4876102,2.380744191,95
9/1/2016,9/30/2016,27964,240.5023942,4.647678264,380.5788988,3.200280906,95
10/1/2016,10/31/2016,28872,332.910816,5.469279236,257.7798748,2.360837968,95
11/1/2016,11/30/2016,25614,272.4301174,7.601790992,183.9883839,0.790226771,95
12/1/2016,12/31/2016,22243,378.1410872,6.029540023,197.9279119,2.307695054,95
1/1/2017,1/31/2017,15260,385.8463826,5.834612785,169.9658477,0.796514414,95
2/1/2017,2/28/2017,13736,38.76894571,5.091247826,278.1828923,0.804092648,95
3/1/2017,3/31/2017,17741,160.4352868,4.121894409,465.39942,3.15593182,95
4/1/2017,4/30/2017,22641,214.8947922,4.369321276,435.6895172,3.194442712,95
5/1/2017,5/31/2017,24888,318.6959531,5.084832762,285.4682558,1.609940453,95
6/1/2017,6/30/2017,20956,253.6356269,6.064757455,496.2297297,3.27889716,95
7/1/2017,7/31/2017,28353,241.8432122,7.177545017,424.5934313,3.24111657,95
8/1/2017,8/31/2017,32991,316.614289,7.293615363,331.0350254,3.24534369,95
9/1/2017,9/30/2017,34049,289.72696,6.830930569,370.7373463,3.212941847,95
10/1/2017,10/31/2017,41133,252.1148301,6.700444618,302.1906816,2.420477426,95
11/1/2017,11/30/2017,35472,581.6832714,6.509625692,181.3318208,1.562424642,95
12/1/2017,12/31/2017,31759,182.9144808,8.884657351,220.1119505,2.45743051,95
1/1/2018,1/31/2018,24968,172.9001571,8.071012292,124.0198757,0,95
2/1/2018,2/28/2018,21879,30.54052716,7.088854344,452.922364,3.099922168,95
3/1/2018,3/31/2018,24801,48.36798331,7.13379963,493.139407,3.040411205,95
4/1/2018,4/30/2018,23697,105.741709,4.691603282,293.0676257,3.159293244,95
5/1/2018,5/31/2018,20016,174.5637069,5.804806219,250.9040505,2.396411068,95
6/1/2018,6/30/2018,16736,176.439968,7.041696639,85.14969566,3.216685964,95
7/1/2018,7/31/2018,18911,188.1463877,6.682450691,137.9441677,3.217708637,95
8/1/2018,8/31/2018,21830,117.6605382,6.482440523,193.7717936,3.195295332,95
9/1/2018,9/30/2018,28936,268.5674347,7.996091249,171.006409,3.184303592,95
10/1/2018,10/31/2018,32459,256.843326,8.470449784,136.5388142,3.239026181,95
11/1/2018,11/30/2018,31137,302.1770301,9.17403562,157.7300877,1.599246708,95
12/1/2018,12/31/2018,29514,352.2045711,9.215251004,221.7471845,3.199227142,95
1/1/2019,1/31/2019,27457,79.82105508,8.927058641,353.8092258,2.374556634,95
2/1/2019,2/28/2019,24262,20.45959513,7.800085761,472.8676602,3.136155046,95
3/1/2019,3/31/2019,29766,118.8290654,8.230492422,706.0585187,3.081739864,95
4/1/2019,4/30/2019,30982,127.3115865,5.742923665,479.3297463,2.33511328,95
5/1/2019,5/31/2019,31385,217.1459308,6.258324732,421.8056261,2.399149047,95
6/1/2019,6/30/2019,26456,280.5821554,7.22817689,330.4262542,2.445686819,95
7/1/2019,7/31/2019,31646,145.2116596,7.673040835,561.0581619,3.255899769,95
8/1/2019,8/31/2019,29172,198.1644173,7.445475178,349.7837598,3.192575953,95
9/1/2019,9/30/2019,29772,207.1467618,8.136794634,302.3780472,2.458933381,95
10/1/2019,10/31/2019,28464,263.5194214,8.272894911,375.5140652,2.434852568,95
11/1/2019,11/30/2019,23279,531.6227326,10.09153676,336.2846525,1.602525158,95
12/1/2019,12/31/2019,19797,114.2812749,10.70095342,353.706864,3.957029179,95
1/1/2020,1/31/2020,13877,23.02367394,9.626041002,404.4207264,2.403931202,95
2/1/2020,2/29/2020,15080,77.08103317,8.635762965,359.7777719,3.155771977,95
3/1/2020,3/31/2020,21336,86.80150589,7.59272108,564.540567,3.113841475,95
4/1/2020,4/30/2020,31950,190.4041298,6.05872194,363.6109944,3.174809966,95
5/1/2020,5/31/2020,29352,309.4073075,6.031309508,446.3443148,3.262805997,95
6/1/2020,6/30/2020,35483,280.6144039,8.042329169,158.3167179,1.602163437,95
7/1/2020,7/31/2020,32151,351.2435155,9.270205985,399.1663674,3.252498462,95
8/1/2020,8/31/2020,34865,270.2871293,8.695645272,435.7398987,3.249813285,95
9/1/2020,9/30/2020,36368,260.462541,7.725420529,300.2308103,3.218852164,95
10/1/2020,10/31/2020,34090,328.5581851,8.931998715,186.0116545,2.412096952,95
11/1/2020,11/30/2020,28786,341.184486,9.108045953,204.9643142,2.414940958,95
12/1/2020,12/31/2020,24683,242.1535668,10.51381865,193.0465671,1.58291649,95
1/1/2015,1/31/2015,37505,60.15594819,8.969305909,478.8477621,2.290076012,97
2/1/2015,2/28/2015,46682,31.72568947,6.609098882,450.2084852,2.950498727,97
3/1/2015,3/31/2015,59585,136.6360333,6.093105875,489.7380976,2.979292873,97
4/1/2015,4/30/2015,62262,254.3963637,6.904848946,298.1915629,3.161581697,97
5/1/2015,5/31/2015,62583,207.4304948,6.716762497,315.8686482,0.795642156,97
6/1/2015,6/30/2015,64351,104.9571551,6.052226922,317.9822266,3.245442762,97
7/1/2015,7/31/2015,66546,76.68424201,5.381491176,346.0144267,2.386332217,97
8/1/2015,8/31/2015,71019,147.1481397,5.691811843,418.3160858,3.171637209,97
9/1/2015,9/30/2015,65643,182.3808004,5.333274894,155.8258431,0.769738636,97
10/1/2015,10/31/2015,63665,195.438089,6.5323491,278.2929431,2.216062228,97
11/1/2015,11/30/2015,45974,351.116122,7.690065228,249.2413889,1.554548231,97
12/1/2015,12/31/2015,34470,147.6303577,7.637393935,325.9749679,3.924949192,97
1/1/2016,1/31/2016,30485,61.54140418,6.168974772,466.1895314,2.375131043,97
2/1/2016,2/29/2016,38430,119.1059487,6.48844912,259.629307,2.382422827,97
3/1/2016,3/31/2016,45726,50.25946673,5.657291487,581.6847136,3.05134573,97
4/1/2016,4/30/2016,45914,141.5158975,6.443057286,275.932234,2.369172249,97
5/1/2016,5/31/2016,42258,251.2479269,7.102966066,240.9090542,3.225229712,97
6/1/2016,6/30/2016,46288,116.1431525,6.601571893,360.3618378,2.437391096,97
7/1/2016,7/31/2016,45444,148.6858527,7.51675647,342.3350045,2.406866584,97
8/1/2016,8/31/2016,48242,91.38487148,5.864740451,206.6269094,3.227793819,97
9/1/2016,9/30/2016,51162,122.3633822,7.023095126,165.6289038,3.256754385,97
10/1/2016,10/31/2016,48990,133.4671661,6.345624337,78.94669518,0.782218794,97
11/1/2016,11/30/2016,51861,251.3003462,8.457807286,26.35291267,0,97
12/1/2016,12/31/2016,47761,168.0802486,9.341197738,181.4740271,3.157033744,97
1/1/2017,1/31/2017,37901,290.5229788,9.257357011,174.769933,0.814484082,97
2/1/2017,2/28/2017,44043,136.2643204,7.939577949,301.5956945,2.392197065,97
3/1/2017,3/31/2017,53703,292.0295652,9.59744652,354.5225968,3.167402293,97
4/1/2017,4/30/2017,56228,251.3664003,7.624899984,319.5560506,2.426956344,97
5/1/2017,5/31/2017,55599,173.9300327,8.039494128,231.7347582,2.466270615,97
6/1/2017,6/30/2017,49314,177.2644113,7.579720734,371.0045408,3.272445682,97
7/1/2017,7/31/2017,56601,66.17264701,8.043085448,428.8446307,3.216564979,97
8/1/2017,8/31/2017,54054,189.1225505,8.069026982,197.1806404,3.257215099,97
9/1/2017,9/30/2017,60359,187.4423876,7.580521377,169.1275447,3.273922019,97
10/1/2017,10/31/2017,70903,179.1105583,6.545902224,320.3329068,1.613232632,97
11/1/2017,11/30/2017,71278,278.7722233,7.732989031,113.7057663,2.464013691,97
12/1/2017,12/31/2017,72962,144.5757327,7.543084366,272.210242,4.06665811,97
1/1/2018,1/31/2018,57744,322.5050387,8.443077128,108.0286471,0.803287428,97
2/1/2018,2/28/2018,51371,38.46617968,6.510027183,481.5645781,3.119082964,97
3/1/2018,3/31/2018,67370,147.354809,6.251063561,428.6857544,3.109119521,97
4/1/2018,4/30/2018,59969,179.3640936,6.587403115,208.4307217,3.160320061,97
5/1/2018,5/31/2018,57112,246.4865144,6.47564338,58.24002212,0.819290918,97
6/1/2018,6/30/2018,45041,135.6766783,6.233558864,28.46173261,3.319184427,97
7/1/2018,7/31/2018,47956,100.3527503,5.938165159,54.20924532,2.44609661,97
8/1/2018,8/31/2018,47602,53.83899967,5.556191876,184.3651663,3.198070002,97
9/1/2018,9/30/2018,56503,150.1183484,6.621886557,121.4000145,2.421628116,97
10/1/2018,10/31/2018,63764,287.2632679,8.064390378,57.35785434,2.450162592,97
11/1/2018,11/30/2018,62102,270.4041522,7.582059849,141.4373315,1.647920243,97
12/1/2018,12/31/2018,62917,177.8436649,8.530386482,252.3953309,2.470227002,97
1/1/2019,1/31/2019,62694,42.12776665,6.788859953,410.5412123,2.36959874,97
2/1/2019,2/28/2019,56482,82.03879894,6.150401521,581.3747279,3.122053856,97
3/1/2019,3/31/2019,66494,173.0214786,7.002614372,507.58569,3.09490054,97
4/1/2019,4/30/2019,67706,222.0221968,5.438074505,297.575998,3.203429102,97
5/1/2019,5/31/2019,69365,192.3930185,5.798651904,406.0179221,2.422268783,97
6/1/2019,6/30/2019,56200,128.2500992,6.095615758,296.8613259,2.469189438,97
7/1/2019,7/31/2019,63701,47.92343086,6.039919782,362.6762827,3.242912901,97
8/1/2019,8/31/2019,62007,77.96729069,6.365693648,145.3773071,2.443957958,97
9/1/2019,9/30/2019,62560,137.1107221,5.697169156,298.6961055,2.428507281,97
10/1/2019,10/31/2019,54534,314.49519,9.98350576,228.503311,3.214126217,97
11/1/2019,11/30/2019,44932,184.757697,9.4986031,248.2636972,2.452262686,97
12/1/2019,12/31/2019,31765,145.457392,11.29137586,378.6776894,4.042854747,97
1/1/2020,1/31/2020,30113,82.47506068,9.416544189,412.9168201,2.368468755,97
2/1/2020,2/29/2020,44731,101.356274,9.416866231,394.3188203,3.115914534,97
3/1/2020,3/31/2020,48943,170.7621647,8.587021751,411.4095195,3.120675598,97
4/1/2020,4/30/2020,60923,314.6553586,8.329681388,318.6290243,3.237890239,97
5/1/2020,5/31/2020,57337,271.8935622,9.998373057,199.4353404,2.490816787,97
6/1/2020,6/30/2020,67014,130.9737493,9.170035164,228.963672,1.651359969,97
7/1/2020,7/31/2020,59857,203.0201593,9.259577598,244.9593984,2.498600069,97
8/1/2020,8/31/2020,66412,85.9918717,10.19476147,332.5841807,3.272817504,97
9/1/2020,9/30/2020,66840,169.2004099,8.98546769,143.4507189,2.470091472,97
10/1/2020,10/31/2020,60345,116.1758749,9.112692137,199.9731446,1.608040898,97
11/1/2020,11/30/2020,48748,278.4010112,11.48394991,108.7809574,1.600615062,97
12/1/2020,12/31/2020,40047,171.5795556,11.61362284,181.3466625,2.444237433,97
1/1/2015,1/31/2015,141442,86.55409592,8.02861678,459.7974252,2.352134023,98
2/1/2015,2/28/2015,158471,37.9845212,6.143267911,440.4393464,3.134159062,98
3/1/2015,3/31/2015,218187,55.79611331,5.556583641,485.2660439,3.094958252,98
4/1/2015,4/30/2015,247363,152.8648888,5.237156111,425.1617854,3.18850846,98
5/1/2015,5/31/2015,261187,285.1865358,4.331557723,471.9690467,2.461380413,98
6/1/2015,6/30/2015,254275,142.7759004,5.263868139,389.6026348,3.286396499,98
7/1/2015,7/31/2015,279108,138.0770466,4.559278693,386.1945195,2.4192732,98
8/1/2015,8/31/2015,323407,210.6846863,4.739000769,461.1354412,3.215814988,98
9/1/2015,9/30/2015,305767,170.4660141,4.917420721,236.3397674,2.186456555,98
10/1/2015,10/31/2015,306181,196.9828729,5.646542447,343.688417,3.171861876,98
11/1/2015,11/30/2015,257504,328.4250654,6.398654257,240.4387452,1.501576414,98
12/1/2015,12/31/2015,197408,166.1379255,7.410070051,475.9875553,3.844311856,98
1/1/2016,1/31/2016,143788,48.67425057,5.838692079,523.5649833,2.41313571,98
2/1/2016,2/29/2016,145348,97.98175804,5.864366364,248.027214,2.446544888,98
3/1/2016,3/31/2016,175322,26.61044607,6.670207172,698.7200321,3.157981759,98
4/1/2016,4/30/2016,182277,116.1455324,3.759773092,437.3021369,2.390906005,98
5/1/2016,5/31/2016,189899,227.3694294,3.972610365,237.5608386,3.230062229,98
6/1/2016,6/30/2016,211186,136.9310701,4.113968572,450.4853285,2.435866982,98
7/1/2016,7/31/2016,216424,184.7869743,4.900642775,438.0327557,2.436912651,98
8/1/2016,8/31/2016,233559,144.7075833,3.819807266,189.41773,2.424103137,98
9/1/2016,9/30/2016,242107,247.9538404,4.810653266,392.0146473,3.269385515,98
10/1/2016,10/31/2016,244163,261.8964797,4.805958491,211.2228495,1.595472154,98
11/1/2016,11/30/2016,232024,296.5304847,6.350074384,100.1247797,0.761505123,98
12/1/2016,12/31/2016,206584,236.1572748,6.114108703,259.5052495,3.123181838,98
1/1/2017,1/31/2017,158749,332.4013196,7.026582713,193.7934756,0.822014507,98
2/1/2017,2/28/2017,155267,110.5992363,5.352904697,307.7516185,2.421743279,98
3/1/2017,3/31/2017,192591,210.0491557,5.690820994,456.2906425,3.222614969,98
4/1/2017,4/30/2017,220542,284.5614163,4.687013118,423.4395417,3.284909627,98
5/1/2017,5/31/2017,240464,349.5670267,6.070934895,362.9741183,2.475059673,98
6/1/2017,6/30/2017,208479,181.7775503,5.597360462,609.3391685,3.328653125,98
7/1/2017,7/31/2017,266409,145.1528267,6.13517725,546.5672302,3.30080448,98
8/1/2017,8/31/2017,260260,240.6819393,6.441463412,304.3639849,3.26894891,98
9/1/2017,9/30/2017,262629,273.4211354,6.023415193,224.6179381,3.289833291,98
10/1/2017,10/31/2017,304608,272.0214324,5.772286528,393.1042806,2.450690201,98
11/1/2017,11/30/2017,294399,288.5357537,6.192092273,157.7498345,1.622410288,98
12/1/2017,12/31/2017,285225,269.3394039,7.405668657,308.4050297,3.327840534,98
1/1/2018,1/31/2018,224064,337.6467757,8.741318136,199.422906,1.63097979,98
